loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,term_months,origination_date,monthly_payment,credit_score_at_origination,dti_ratio,status,days_past_due
LN702727,CUST106309,Debt Consolidation,17560.79,6.26,12,2025-11-25,1513.49,739,0.3,Current,0
LN702728,CUST101134,Personal,18504.59,16.49,24,2025-04-15,910.38,632,0.33,Current,0
LN702729,CUST104252,Personal,17202.69,13.24,6,2022-03-05,2978.85,617,0.37,Current,0
LN702730,CUST104219,Personal,19512.75,8.42,24,2023-10-24,886.25,670,0.44,Current,0
LN702731,CUST104435,Auto,5842.01,13.7,6,2023-09-23,1012.94,633,0.25,Current,0
LN702732,CUST110647,Personal,33899.36,12.22,24,2023-06-14,1599.25,658,0.51,Paid Off,0
LN702733,CUST100118,Auto,28809.46,16.72,6,2025-10-11,5038.43,529,0.49,Current,0
LN702734,CUST100076,Personal,12950.04,14.64,12,2025-11-13,1166.65,627,0.74,Current,0
LN702735,CUST110289,Personal,27118.94,15.72,24,2026-04-28,1324.2,586,0.45,Late,41
LN702736,CUST109141,BNPL,1098.34,11.54,36,2023-01-20,36.24,682,0.44,Current,0
LN702737,CUST107313,Personal,25867.99,14.52,12,2026-01-22,2328.95,647,0.41,Current,0
LN702738,CUST103614,BNPL,1310.86,17.03,12,2022-06-30,119.58,556,0.42,Paid Off,0
LN702739,CUST110044,Personal,25473.16,15.64,24,2022-02-23,1242.87,601,0.6,Paid Off,0
LN702740,CUST102214,Personal,15075.88,13.82,36,2025-07-21,513.94,589,0.43,Late,88
LN702741,CUST103522,Personal,12037.96,10.39,24,2022-03-21,557.66,675,0.32,Current,0
LN702742,CUST107823,Personal,18768.13,8.32,36,2023-02-10,590.9,699,0.38,Late,41
LN702743,CUST106732,Personal,16228.21,9.19,6,2023-02-21,2777.66,616,0.66,Current,0
LN702744,CUST103840,Personal,22787.23,9.59,24,2022-09-25,1047.21,693,0.43,Current,0
LN702745,CUST109503,Personal,21663.37,15.99,48,2024-12-19,613.84,543,0.5,Default,115
LN702746,CUST110340,Debt Consolidation,32291.86,17.16,6,2023-05-16,5654.53,612,0.4,Paid Off,0
LN702747,CUST110306,BNPL,823.34,9.27,48,2024-08-22,20.59,646,0.4,Current,0
LN702748,CUST109978,Auto,32957.49,12.33,36,2021-10-23,1099.86,658,0.29,Current,0
LN702749,CUST101692,BNPL,435.7,9.78,36,2021-12-23,14.01,729,0.25,Paid Off,0
LN702750,CUST100408,Personal,31188.04,11.91,48,2024-11-28,819.92,620,0.35,Current,0
LN702751,CUST102910,Personal,33474.01,15.44,48,2024-05-12,939.09,509,0.45,Default,166
LN702752,CUST109463,BNPL,1205.16,14.35,36,2022-03-28,41.39,521,0.45,Default,128
LN702753,CUST100954,Auto,3857.04,14.19,24,2022-08-20,185.53,629,0.39,Paid Off,0
LN702754,CUST106529,Personal,14325.28,7.09,12,2024-08-19,1240.11,720,0.53,Paid Off,0
LN702755,CUST110531,Auto,8175.41,11.22,24,2025-06-13,381.87,655,0.26,Current,0
LN702756,CUST102471,Personal,16866.04,13.52,36,2024-10-18,572.52,573,0.63,Current,0
LN702757,CUST103938,Debt Consolidation,10230.02,12.62,24,2025-12-13,484.53,619,0.36,Current,0
LN702758,CUST108552,BNPL,577.92,16.08,24,2024-08-20,28.32,569,0.2,Current,0
LN702759,CUST101098,Auto,5309.72,13.59,24,2022-10-30,253.91,652,0.26,Paid Off,0
LN702760,CUST102246,Auto,25898.88,12.48,48,2025-02-22,688.14,650,0.69,Default,214
LN702761,CUST102132,BNPL,1360.29,13.83,60,2026-04-09,31.53,672,0.32,Current,0
LN702762,CUST105822,Personal,29778.07,11.92,24,2023-03-15,1400.64,624,0.38,Paid Off,0
LN702763,CUST106244,Auto,20073.11,14.02,36,2025-01-14,686.25,627,0.64,Current,0
LN702764,CUST106960,Personal,28520.69,10.51,48,2022-04-20,730.36,735,0.46,Current,0
LN702765,CUST109611,Auto,28029.47,17.25,24,2023-06-23,1389.21,570,0.39,Paid Off,0
LN702766,CUST105872,Personal,7429.29,16.89,12,2021-03-23,677.2,513,0.67,Default,237
LN702767,CUST109443,Personal,10908.76,12.94,12,2023-01-25,974.03,541,0.58,Default,112
LN702768,CUST108385,BNPL,519.35,11.52,24,2025-04-15,24.33,572,0.61,Current,0
LN702769,CUST101632,BNPL,1390.76,14.94,24,2022-06-20,67.39,543,0.46,Default,209
LN702770,CUST103598,Personal,13762.68,15.84,12,2025-10-05,1247.66,609,0.27,Current,0
LN702771,CUST106958,Personal,20588.89,8.34,24,2025-09-28,934.38,769,0.4,Late,64
LN702772,CUST108697,Auto,10058.78,15.13,36,2021-05-10,349.33,654,0.23,Late,25
LN702773,CUST109179,Auto,19576.51,15.3,24,2025-09-28,951.99,588,0.63,Default,193
LN702774,CUST109913,Personal,2918.35,10.53,24,2022-04-27,135.38,701,0.41,Current,0
LN702775,CUST110149,Auto,8075.86,11.45,24,2023-05-26,378.09,636,0.71,Late,42
LN702776,CUST104264,Auto,15864.84,9.96,24,2023-09-02,731.79,675,0.51,Current,0
LN702777,CUST109093,Personal,27777.08,13.55,24,2024-08-10,1327.76,643,0.43,Current,0
LN702778,CUST109644,BNPL,1397.71,11.37,24,2026-01-30,65.38,625,0.46,Current,0
LN702779,CUST102302,BNPL,822.92,10.96,12,2023-04-26,72.72,650,0.53,Paid Off,0
LN702780,CUST109914,Personal,11361.18,11.24,36,2025-03-23,373.24,683,0.34,Late,50
LN702781,CUST108343,Personal,4733.29,11.27,24,2023-09-15,221.2,646,0.47,Default,116
LN702782,CUST108165,BNPL,609.55,9.49,12,2023-06-01,53.44,710,0.37,Paid Off,0
LN702783,CUST102443,Personal,20771.87,4.91,24,2023-08-05,910.45,788,0.59,Paid Off,0
LN702784,CUST103877,Debt Consolidation,14602.95,14.16,6,2022-10-18,2535.32,603,0.52,Current,0
LN702785,CUST110741,Personal,21801.1,9.65,36,2021-06-29,699.88,740,0.23,Current,0
LN702786,CUST110057,Auto,24301.43,11.57,24,2024-07-15,1139.08,643,0.44,Late,80
LN702787,CUST103738,Personal,22148.49,16.2,48,2021-06-26,629.97,502,0.51,Default,169
LN702788,CUST104587,Auto,3290.71,11.29,24,2022-06-12,153.82,701,0.24,Late,33
LN702789,CUST102268,Personal,2479.41,12.81,24,2021-04-05,117.65,658,0.32,Current,0
LN702790,CUST103219,Personal,6390.07,10.82,12,2026-01-14,564.23,668,0.37,Current,0
LN702791,CUST109759,Debt Consolidation,8107.81,15.56,24,2024-08-22,395.28,572,0.43,Late,56
LN702792,CUST104500,BNPL,354.42,12.53,12,2022-06-12,31.58,750,0.15,Paid Off,0
LN702793,CUST106358,Auto,30728.4,9.3,6,2021-10-24,5261.21,739,0.41,Paid Off,0
LN702794,CUST108022,Personal,10648.48,11.97,6,2022-02-18,1837.22,692,0.28,Current,0
LN702795,CUST105887,Auto,7668.56,12.47,24,2022-07-25,362.67,706,0.35,Current,0
LN702796,CUST109489,Auto,3478.54,13.22,36,2023-03-08,117.57,677,0.31,Paid Off,0
LN702797,CUST102947,BNPL,1347.16,13.6,12,2022-09-19,120.7,571,0.54,Current,0
LN702798,CUST105203,Auto,3830.59,12.91,24,2024-05-21,181.95,590,0.42,Paid Off,0
LN702799,CUST100846,Debt Consolidation,27665.61,9.84,48,2022-05-19,699.55,714,0.47,Paid Off,0
LN702800,CUST102265,Auto,4971.52,13.27,36,2021-12-11,168.16,690,0.28,Current,0
LN702801,CUST102170,Auto,34174.06,13.81,24,2025-12-19,1637.73,647,0.49,Current,0
LN702802,CUST105531,Personal,33894.88,9.54,48,2023-08-11,852.19,744,0.46,Current,0
LN702803,CUST105036,Debt Consolidation,30783.67,14.96,12,2022-07-21,2777.9,678,0.53,Current,0
LN702804,CUST101602,BNPL,805.03,13.39,12,2023-02-08,72.05,578,0.41,Current,0
LN702805,CUST106158,Personal,24141.19,15.61,12,2025-05-26,2185.9,493,0.68,Default,106
LN702806,CUST104724,BNPL,450.22,11.71,24,2024-11-16,21.13,588,0.31,Current,0
LN702807,CUST101104,Personal,17051.97,15.23,12,2021-11-14,1540.93,616,0.65,Paid Off,0
LN702808,CUST101955,Personal,12361.3,13.86,48,2025-06-06,336.92,649,0.45,Current,0
LN702809,CUST110649,Auto,24769.92,18.35,24,2024-12-06,1240.81,462,0.61,Current,0
LN702810,CUST102228,Auto,8454.98,14.73,12,2024-06-09,762.06,532,0.64,Default,146
LN702811,CUST110525,Personal,21545.46,14.96,36,2022-05-19,746.46,542,0.5,Default,115
LN702812,CUST100987,BNPL,1146.03,7.86,6,2022-01-26,195.41,685,0.2,Late,55
LN702813,CUST103248,BNPL,259.5,14.14,36,2025-01-22,8.89,562,0.07,Current,0
LN702814,CUST101535,Personal,11000.43,11.56,24,2024-10-07,515.57,571,0.56,Current,0
LN702815,CUST101189,Auto,29421.18,7.72,36,2022-03-01,918.16,752,0.15,Paid Off,0
LN702816,CUST107760,BNPL,1082.01,10.51,48,2023-09-15,27.71,643,0.59,Current,0
LN702817,CUST110321,BNPL,1078.27,15.41,12,2023-10-20,97.53,643,0.45,Paid Off,0
LN702818,CUST103061,Personal,34338.16,12.53,24,2026-05-10,1624.93,606,0.53,Current,0
LN702819,CUST104568,Personal,27495.7,14.92,12,2022-01-11,2480.68,628,0.36,Current,0
LN702820,CUST100290,Auto,34415.29,17.34,48,2023-04-30,999.12,572,0.08,Current,0
LN702821,CUST103397,Auto,4584.55,11.64,24,2023-04-06,215.04,685,0.37,Paid Off,0
LN702822,CUST109409,Personal,15370.9,14.14,24,2021-07-08,739.02,619,0.26,Current,0
LN702823,CUST104520,BNPL,317.85,14.8,12,2023-02-06,28.66,619,0.37,Paid Off,0
LN702824,CUST105853,Debt Consolidation,17922.81,7.57,36,2022-08-28,558.09,649,0.44,Paid Off,0
LN702825,CUST102394,Personal,2983.28,13.44,24,2023-10-17,142.45,593,0.35,Current,0
LN702826,CUST106608,Auto,28915.25,9.35,12,2024-12-11,2533.38,688,0.42,Paid Off,0
LN702827,CUST104536,BNPL,293.37,15.44,12,2023-12-24,26.54,559,0.4,Paid Off,0
LN702828,CUST100326,Personal,25205.47,9.49,36,2022-10-16,807.29,658,0.32,Paid Off,0
LN702829,CUST100106,Personal,30398.85,16.06,12,2024-10-03,2758.98,593,0.54,Default,147
LN702830,CUST110575,BNPL,110.98,9.11,12,2022-03-05,9.71,664,0.54,Paid Off,0
LN702831,CUST110222,Auto,15280.09,12.86,6,2022-07-01,2643.05,589,0.39,Paid Off,0
LN702832,CUST100634,Personal,16982.2,14.14,36,2024-11-28,581.57,646,0.47,Current,0
LN702833,CUST101240,Personal,15266.53,11.37,36,2021-05-31,502.49,721,0.66,Current,0
LN702834,CUST110325,Personal,20858.11,10.75,36,2022-09-04,680.4,639,0.41,Paid Off,0
LN702835,CUST105716,Debt Consolidation,19168.86,12.96,36,2021-01-21,645.51,656,0.4,Paid Off,0
LN702836,CUST107089,Auto,8802.16,7.46,12,2022-03-17,763.49,697,0.33,Late,27
LN702837,CUST110138,Debt Consolidation,22437.11,12.01,36,2025-10-25,745.34,652,0.29,Current,0
LN702838,CUST104871,Personal,26369.31,6.36,24,2023-12-01,1172.99,747,0.32,Current,0
LN702839,CUST103740,BNPL,1454.69,14.14,24,2021-04-07,69.94,626,0.34,Paid Off,0
LN702840,CUST105205,BNPL,488.34,6.07,12,2021-04-13,42.05,832,0.19,Current,0
LN702841,CUST106116,Auto,2595.24,12.05,6,2024-08-14,447.87,690,0.37,Current,0
LN702842,CUST105760,Auto,17640.74,12.37,24,2021-01-18,833.46,782,0.32,Current,0
LN702843,CUST100743,BNPL,1483.25,17.59,6,2021-05-13,260.04,550,0.4,Default,107
LN702844,CUST109194,Debt Consolidation,25075.85,13.73,12,2025-11-04,2248.3,570,0.53,Default,192
LN702845,CUST104722,Personal,3588.44,14.29,12,2023-01-09,322.69,550,0.55,Current,0
LN702846,CUST107778,BNPL,1278.02,7.55,36,2026-03-13,39.78,693,0.3,Current,0
LN702847,CUST110468,BNPL,629.55,13.42,60,2024-08-27,14.46,711,0.51,Current,0
LN702848,CUST103705,Personal,29862.41,10.49,36,2023-01-30,970.46,653,0.49,Paid Off,0
LN702849,CUST110477,Personal,23059.34,18.07,24,2025-07-27,1152,580,0.6,Current,0
LN702850,CUST108254,Debt Consolidation,4349.6,14.53,48,2022-03-12,120.02,644,0.38,Paid Off,0
LN702851,CUST104246,BNPL,625.14,17.82,24,2022-09-25,31.16,574,0.28,Paid Off,0
LN702852,CUST105698,Auto,24749.12,6.56,12,2021-12-14,2136.44,734,0.33,Paid Off,0
LN702853,CUST102185,Personal,16637.73,11.13,12,2021-11-05,1471.48,665,0.5,Current,0
LN702854,CUST106608,Personal,19384.08,14.08,24,2026-05-08,931.42,688,0.4,Current,0
LN702855,CUST102556,Auto,33836.73,9.26,24,2021-08-02,1549.86,784,0.65,Paid Off,0
LN702856,CUST102986,BNPL,554.37,9.33,12,2024-12-29,48.57,683,0.35,Current,0
LN702857,CUST100332,Debt Consolidation,11488.46,13.1,24,2022-11-12,546.72,665,0.23,Current,0
LN702858,CUST101718,Debt Consolidation,34144.41,15.34,36,2024-12-24,1189.32,523,0.56,Current,0
LN702859,CUST107941,Personal,29529.84,12.71,12,2026-01-18,2633.51,606,0.52,Current,0
LN702860,CUST106535,Personal,23027.3,13.28,36,2021-08-16,778.99,645,0.14,Paid Off,0
LN702861,CUST107289,Debt Consolidation,31301.39,14.62,36,2026-01-14,1079.26,621,0.42,Current,0
LN702862,CUST107899,Debt Consolidation,7755.37,11.74,60,2026-06-15,171.5,629,0.54,Current,0
LN702863,CUST103500,Personal,7549.63,17.09,48,2025-08-16,218.2,563,0.55,Current,0
LN702864,CUST108652,Personal,2824.94,10.92,48,2024-10-23,72.9,657,0.46,Current,0
LN702865,CUST107655,BNPL,719.51,16.41,36,2024-09-20,25.44,564,0.09,Current,0
LN702866,CUST109351,BNPL,1310.65,12.69,24,2026-02-15,62.12,681,0.38,Current,0
LN702867,CUST107460,Personal,21044.25,16.05,12,2026-03-28,1909.86,604,0.45,Default,218
LN702868,CUST104281,Debt Consolidation,10281.28,15.69,24,2024-07-23,501.88,579,0.32,Default,249
LN702869,CUST108071,Personal,21949.6,16.85,24,2021-05-20,1083.66,551,0.5,Default,103
LN702870,CUST105572,BNPL,1213.24,10.45,12,2023-02-08,106.92,755,0.21,Current,0
LN702871,CUST107277,Auto,8514.74,14.2,24,2024-04-16,409.62,571,0.38,Current,0
LN702872,CUST100267,Debt Consolidation,33803.83,13.4,24,2022-08-14,1613.45,572,0.64,Paid Off,0
LN702873,CUST105753,Personal,2140.92,13.84,24,2025-10-29,102.63,594,0.5,Current,0
LN702874,CUST110658,Personal,33618.72,12.39,36,2023-10-08,1122.9,659,0.57,Current,0
LN702875,CUST103130,Auto,16628.11,12.58,36,2023-11-05,556.91,658,0.46,Current,0
LN702876,CUST110651,Auto,22022.85,17.06,36,2025-11-12,785.83,512,0.53,Default,174
LN702877,CUST104627,Auto,34878.27,8.43,6,2022-05-16,5956.81,735,0.46,Current,0
LN702878,CUST103229,Debt Consolidation,17853.52,15.48,24,2021-07-24,869.73,616,0.5,Paid Off,0
LN702879,CUST105494,Auto,32699.09,3.9,60,2023-06-23,600.73,808,0.3,Current,0
LN702880,CUST102595,Auto,28429.56,10.72,36,2021-09-26,926.98,680,0.37,Current,0
LN702881,CUST107775,Personal,15058.36,14.74,48,2023-05-27,417.1,572,0.15,Current,0
LN702882,CUST105970,BNPL,150.78,11.01,24,2023-08-02,7.03,693,0.38,Current,0
LN702883,CUST104247,Auto,2259.49,9.82,24,2026-05-29,104.08,662,0.2,Current,0
LN702884,CUST100983,Debt Consolidation,30586.93,15.25,36,2025-08-06,1064.05,610,0.57,Late,70
LN702885,CUST104519,Debt Consolidation,7415.76,12.95,48,2022-01-20,198.76,615,0.4,Paid Off,0
LN702886,CUST107980,Personal,31672.96,5.48,24,2022-12-03,1396.36,773,0.05,Paid Off,0
LN702887,CUST102930,Auto,21864.18,10.76,48,2024-06-26,562.55,694,0.46,Current,0
LN702888,CUST102749,BNPL,459.45,12.5,12,2021-09-19,40.93,641,0.5,Paid Off,0
LN702889,CUST104315,Debt Consolidation,5302.68,16.82,60,2024-10-26,131.27,535,0.6,Default,109
LN702890,CUST108930,BNPL,730.25,11.64,48,2023-06-15,19.1,724,0.18,Current,0
LN702891,CUST100125,Personal,20098.46,14.47,12,2024-06-14,1809.03,593,0.72,Current,0
LN702892,CUST103696,Personal,9307.37,14.6,24,2022-06-28,449.52,627,0.46,Late,21
LN702893,CUST101740,Personal,9499.48,11.57,24,2024-08-17,445.27,640,0.41,Current,0
LN702894,CUST109265,Auto,33148.51,13.69,6,2024-01-21,5747.44,640,0.3,Current,0
LN702895,CUST101384,BNPL,1346.62,18.58,6,2021-11-14,236.75,544,0.56,Default,256
LN702896,CUST110721,Personal,15439.78,11.88,36,2021-04-06,511.94,711,0.09,Current,0
LN702897,CUST108598,BNPL,611.22,9.75,24,2022-08-18,28.13,706,0.28,Paid Off,0
LN702898,CUST108031,Auto,2747.51,10,24,2023-10-11,126.78,677,0.49,Paid Off,0
LN702899,CUST103444,Personal,30521.26,9.66,60,2023-09-01,643.39,690,0.56,Current,0
LN702900,CUST104595,Debt Consolidation,6335.04,16.95,12,2025-07-25,577.64,637,0.54,Default,119
LN702901,CUST108754,Auto,23032.82,16.34,24,2024-07-01,1131.5,581,0.51,Late,51
LN702902,CUST108968,Personal,2332.58,11.57,60,2022-10-07,51.38,649,0.58,Current,0
LN702903,CUST106867,BNPL,1003.04,9.14,12,2026-04-19,87.78,738,0.5,Current,0
LN702904,CUST100464,Personal,22459.5,13.46,24,2025-11-06,1072.62,682,0.46,Current,0
LN702905,CUST105346,Personal,32994.79,13.42,12,2025-04-26,2953.51,637,0.42,Paid Off,0
LN702906,CUST103534,Debt Consolidation,31940.33,12.98,36,2023-05-13,1075.89,623,0.26,Current,0
LN702907,CUST105034,Debt Consolidation,29788.23,15.34,6,2025-07-05,5189.19,464,0.41,Default,112
LN702908,CUST101204,Auto,16402.21,14.66,12,2021-02-17,1477.81,645,0.39,Late,44
LN702909,CUST100763,Auto,31859.85,15,60,2021-11-09,757.94,663,0.43,Current,0
LN702910,CUST104488,Debt Consolidation,30598.42,10.61,36,2023-01-16,996.11,598,0.4,Current,0
LN702911,CUST106924,Debt Consolidation,25609.9,10.54,48,2021-03-25,656.19,687,0.59,Current,0
LN702912,CUST108597,BNPL,576.14,11.07,60,2024-03-04,12.55,710,0.23,Current,0
LN702913,CUST105970,Auto,16428.78,7.99,36,2024-10-15,514.74,693,0.38,Current,0
LN702914,CUST103123,Debt Consolidation,5735.63,19.03,36,2025-02-03,210.33,586,0.62,Late,33
LN702915,CUST103611,Personal,4655.06,6.27,48,2021-04-17,109.9,798,0.33,Paid Off,0
LN702916,CUST110947,Personal,23378.3,11,6,2021-06-27,4022.34,751,0.46,Current,0
LN702917,CUST108647,Personal,4051.16,9.87,6,2022-09-20,694.76,668,0.21,Late,85
LN702918,CUST107145,Auto,24421.32,8.39,6,2024-12-07,4170.4,648,0.47,Late,50
LN702919,CUST110008,Personal,4178.06,12.24,12,2022-03-18,371.68,615,0.48,Paid Off,0
LN702920,CUST106413,BNPL,1278.92,12.14,24,2021-07-23,60.29,655,0.71,Paid Off,0
LN702921,CUST105165,Personal,6314.07,14.23,60,2022-08-27,147.67,656,0.42,Current,0
LN702922,CUST110095,Personal,8361.34,8.97,48,2021-11-07,207.95,614,0.39,Default,241
LN702923,CUST106765,Personal,25336.25,12.58,12,2023-02-27,2257.98,709,0.31,Current,0
LN702924,CUST110887,Personal,15431.97,12.76,48,2021-11-29,412.17,659,0.3,Paid Off,0
LN702925,CUST108736,Personal,25583.75,16.75,12,2023-12-01,2330.33,629,0.51,Paid Off,0
LN702926,CUST107381,Personal,2860.65,14.74,6,2024-05-19,497.48,616,0.46,Default,255
LN702927,CUST102872,Debt Consolidation,29830.33,11.96,36,2024-10-14,990.22,676,0.33,Current,0
LN702928,CUST102949,BNPL,1335.73,3.9,6,2026-02-25,225.16,832,0.17,Current,0
LN702929,CUST108786,Debt Consolidation,15507.07,11.33,36,2022-12-09,510.11,653,0.26,Paid Off,0
LN702930,CUST105968,BNPL,801.43,11.67,36,2023-09-14,26.49,719,0.47,Current,0
LN702931,CUST100239,Auto,11510.34,13.37,36,2023-09-03,389.88,596,0.61,Late,76
LN702932,CUST104413,Debt Consolidation,32218.78,13.26,36,2021-10-16,1089.62,700,0.36,Paid Off,0
LN702933,CUST107484,Personal,22819.53,13.11,24,2022-06-12,1086.06,636,0.45,Paid Off,0
LN702934,CUST107271,Auto,18272.48,9.2,6,2021-05-20,3127.65,684,0.39,Paid Off,0
LN702935,CUST101121,Personal,16650,4.29,24,2026-01-06,725.18,850,0.25,Current,0
LN702936,CUST103050,Personal,24462.73,15.08,12,2026-01-04,2208.89,584,0.56,Current,0
LN702937,CUST110638,Debt Consolidation,16292.32,19.19,24,2024-10-25,822.78,566,0.41,Current,0
LN702938,CUST106375,Personal,34989.38,7.47,36,2022-03-27,1087.91,788,0.31,Late,50
LN702939,CUST102953,Personal,17361.26,11.85,24,2026-01-11,816.04,653,0.28,Current,0
LN702940,CUST107561,Personal,30807.5,10.32,48,2021-08-26,786.1,738,0.18,Current,0
LN702941,CUST100260,BNPL,1471.04,11.89,24,2025-01-25,69.17,680,0.65,Late,76
LN702942,CUST104284,Debt Consolidation,24736.89,14.43,12,2025-05-23,2226.06,516,0.51,Paid Off,0
LN702943,CUST109271,Personal,4186.96,12.48,12,2024-08-14,372.95,638,0.29,Paid Off,0
LN702944,CUST104756,Personal,2374.19,6.83,12,2024-11-04,205.24,730,0.34,Paid Off,0
LN702945,CUST100013,Personal,4296.39,17.44,12,2023-05-12,392.75,642,0.44,Current,0
LN702946,CUST103021,Debt Consolidation,25989.96,12.2,48,2026-04-21,686.97,693,0.24,Late,27
LN702947,CUST106743,Auto,20665.3,13.71,24,2024-06-27,989.37,627,0.53,Current,0
LN702948,CUST103801,BNPL,631.98,11.4,36,2025-01-27,20.81,730,0.37,Current,0
LN702949,CUST107399,Auto,33065.32,15.22,12,2026-02-03,2987.85,611,0.46,Late,53
LN702950,CUST108141,BNPL,211.12,11.43,36,2026-01-05,6.95,654,0.47,Default,192
LN702951,CUST110782,Personal,29747.45,9.28,24,2024-08-21,1362.83,739,0.24,Late,51
LN702952,CUST105031,Debt Consolidation,22834.42,17.69,24,2025-10-16,1136.57,569,0.53,Default,152
LN702953,CUST105981,BNPL,450.31,15.44,24,2021-11-02,21.93,587,0.43,Current,0
LN702954,CUST107090,BNPL,724.53,13.79,12,2024-12-15,64.98,538,0.45,Default,120
LN702955,CUST110230,Personal,15415.38,13.48,60,2021-02-04,354.55,614,0.55,Paid Off,0
LN702956,CUST104028,Auto,6610.02,14.67,12,2024-06-08,595.58,638,0.25,Current,0
LN702957,CUST108677,Personal,34020.48,13.05,12,2025-01-21,3039.41,671,0.25,Paid Off,0
LN702958,CUST108135,BNPL,827.73,14.93,36,2023-05-12,28.67,661,0.32,Current,0
LN702959,CUST106686,BNPL,631.61,10.07,12,2021-06-07,55.55,678,0.42,Default,109
LN702960,CUST107137,Auto,5939.03,16.57,36,2023-03-10,210.47,574,0.44,Late,18
LN702961,CUST107877,Personal,5895.53,16.59,60,2023-05-21,145.22,667,0.32,Current,0
LN702962,CUST107121,Personal,16215.32,14.79,48,2025-06-19,449.56,583,0.41,Current,0
LN702963,CUST109505,Personal,1857.85,16.93,24,2021-06-14,91.79,575,0.51,Paid Off,0
LN702964,CUST107742,Personal,25845.84,6.86,36,2022-06-15,796.39,721,0.32,Current,0
LN702965,CUST104046,Personal,24945.12,12.64,24,2021-07-31,1181.72,744,0.34,Current,0
LN702966,CUST102230,Auto,26834.86,13.45,12,2025-07-30,2402.49,628,0.43,Current,0
LN702967,CUST109532,Auto,21601.43,15.44,12,2025-06-03,1954.2,536,0.68,Default,165
LN702968,CUST104612,Personal,9027.88,18.49,48,2024-02-25,267.51,564,0.52,Current,0
LN702969,CUST102791,Personal,6342.11,20.78,24,2021-08-07,325.21,512,0.53,Paid Off,0
LN702970,CUST104251,BNPL,1320.17,11.81,6,2024-12-18,227.67,654,0.45,Current,0
LN702971,CUST108073,Personal,10918.25,9.47,36,2022-08-13,349.59,709,0.13,Current,0
LN702972,CUST104602,Personal,23522.35,12.38,24,2022-01-23,1111.46,700,0.67,Late,43
LN702973,CUST110932,BNPL,1304.53,17.03,12,2026-05-19,119,603,0.43,Late,20
LN702974,CUST109623,BNPL,931.97,11.16,36,2021-08-09,30.58,651,0.63,Late,31
LN702975,CUST110346,Debt Consolidation,30713.97,11.24,48,2022-03-19,797.4,652,0.55,Default,145
LN702976,CUST107784,Personal,23534.36,13.06,36,2022-03-04,793.65,679,0.29,Paid Off,0
LN702977,CUST109089,Personal,27544.32,18.63,12,2023-01-28,2533.53,577,0.44,Paid Off,0
LN702978,CUST104049,Personal,28364.22,11.69,6,2022-11-30,4889.86,595,0.48,Default,208
LN702979,CUST110528,Personal,22730.85,11.52,48,2025-09-13,593.25,774,0.12,Current,0
LN702980,CUST102424,Auto,7814.54,13.62,36,2026-06-20,265.64,698,0.25,Current,0
LN702981,CUST107174,Personal,34432.62,21.44,36,2021-08-26,1305.04,560,0.53,Paid Off,0
LN702982,CUST107056,Personal,16987.52,14.45,48,2023-06-18,468.05,620,0.42,Current,0
LN702983,CUST108609,Personal,21611.17,14.75,24,2021-12-29,1045.29,637,0.24,Paid Off,0
LN702984,CUST100492,Personal,34500.17,13.67,48,2021-05-03,937.07,515,0.52,Paid Off,0
LN702985,CUST107843,Debt Consolidation,26340.24,11.62,48,2026-06-28,688.74,695,0.41,Current,0
LN702986,CUST101940,Personal,17865.76,18.1,48,2026-04-20,525.74,502,0.65,Default,156
LN702987,CUST107859,BNPL,1310.81,12.65,36,2026-01-31,43.95,687,0.47,Current,0
LN702988,CUST110570,Debt Consolidation,31702.48,12.6,36,2024-02-06,1062.08,625,0.59,Current,0
LN702989,CUST101196,BNPL,690.65,11.01,24,2021-06-05,32.19,691,0.57,Current,0
LN702990,CUST104815,Personal,14050.15,8.95,24,2025-01-18,641.56,630,0.42,Current,0
LN702991,CUST107424,Personal,24673.54,15.29,12,2026-06-20,2230.37,621,0.53,Current,0
LN702992,CUST102594,Debt Consolidation,32020.51,11.7,12,2026-01-25,2840.49,542,0.42,Current,0
LN702993,CUST108214,BNPL,953.1,16.56,6,2025-06-26,166.61,568,0.58,Paid Off,0
LN702994,CUST103949,Auto,14371.69,15.26,36,2024-11-11,500.03,676,0.43,Current,0
LN702995,CUST102345,Personal,27950.33,12.9,24,2021-10-03,1327.5,597,0.49,Paid Off,0
LN702996,CUST102416,Debt Consolidation,18504.26,12,6,2025-08-30,3192.88,604,0.27,Paid Off,0
LN702997,CUST110231,Personal,11294.73,13.2,24,2023-10-06,538.03,714,0.4,Current,0
LN702998,CUST110971,BNPL,653.75,15.12,60,2023-10-30,15.59,540,0.71,Current,0
LN702999,CUST102746,Debt Consolidation,20876.64,10.78,48,2022-02-19,537.34,634,0.52,Paid Off,0
LN703000,CUST102804,Debt Consolidation,2041.99,16.32,12,2021-02-08,185.58,604,0.52,Current,0
LN703001,CUST104175,BNPL,1389.43,13.69,12,2026-01-14,124.55,659,0.68,Current,0
LN703002,CUST108691,Personal,8366.25,13.73,36,2025-08-06,284.84,594,0.37,Current,0
LN703003,CUST103052,Personal,33407.45,15.36,12,2026-01-14,3020.98,541,0.46,Current,0
LN703004,CUST105684,Personal,22547.72,12.05,12,2022-04-06,2003.87,630,0.43,Late,74
LN703005,CUST108086,Debt Consolidation,29938.85,13.34,24,2024-04-13,1428.13,697,0.29,Current,0
