ticket_id,customer_id,ticket_date,category,channel,priority,resolution_hours,resolved,satisfaction_score
TCK511255,CUST110014,2024-07-14,Complaint,Twitter/X,Medium,28.6,TRUE,4
TCK511256,CUST105362,2021-10-07,Billing,In-App Chat,Low,2.6,TRUE,4
TCK511257,CUST105128,2023-06-21,Fraud/Dispute,In-App Chat,Urgent,6.6,TRUE,4
TCK511258,CUST101188,2022-09-03,Loan Inquiry,Email,Urgent,1.6,TRUE,2
TCK511259,CUST103617,2023-04-19,Complaint,In-App Chat,Medium,18.4,FALSE,1
TCK511260,CUST101898,2022-04-07,Login/Access,Email,Low,16.9,TRUE,4
TCK511261,CUST109378,2022-11-06,General,Phone,Low,5.9,TRUE,4
TCK511262,CUST106815,2022-07-18,Billing,Phone,Urgent,8,TRUE,4
TCK511263,CUST108714,2025-02-07,Card Issue,In-App Chat,Low,4.8,TRUE,3
TCK511264,CUST108860,2025-04-14,Loan Inquiry,In-App Chat,Low,10.1,TRUE,5
TCK511265,CUST106806,2022-04-05,Card Issue,Phone,Urgent,34.5,TRUE,3
TCK511266,CUST107444,2023-01-03,Billing,Phone,Medium,1.5,FALSE,2
TCK511267,CUST108135,2025-01-07,Complaint,In-App Chat,High,13.1,TRUE,5
TCK511268,CUST107589,2024-11-09,Billing,Email,Medium,19.9,TRUE,4
TCK511269,CUST105042,2022-08-16,Login/Access,Email,Medium,11.3,TRUE,5
TCK511270,CUST105704,2023-04-25,Login/Access,In-App Chat,Medium,8.2,TRUE,2
TCK511271,CUST110934,2021-01-05,Loan Inquiry,Email,Low,17.6,FALSE,2
TCK511272,CUST110961,2025-05-07,Card Issue,Email,Medium,13.2,TRUE,5
TCK511273,CUST106656,2021-08-25,Card Issue,Email,High,1.6,TRUE,3
TCK511274,CUST101855,2024-02-26,Loan Inquiry,Email,Medium,9.2,TRUE,4
TCK511275,CUST101217,2023-02-15,Card Issue,In-App Chat,Low,29.2,TRUE,4
TCK511276,CUST103879,2023-07-07,Card Issue,Twitter/X,Medium,4.7,TRUE,5
TCK511277,CUST108700,2022-09-15,Loan Inquiry,Twitter/X,Low,6.6,TRUE,5
TCK511278,CUST103471,2026-03-12,Login/Access,In-App Chat,High,6.4,TRUE,4
TCK511279,CUST102924,2024-06-06,General,In-App Chat,Low,14.1,TRUE,4
TCK511280,CUST107290,2023-12-07,Login/Access,In-App Chat,Low,1.6,TRUE,4
TCK511281,CUST104381,2021-12-04,Complaint,Email,Medium,8.2,TRUE,5
TCK511282,CUST106086,2025-09-09,Complaint,Email,Medium,5.4,TRUE,2
TCK511283,CUST108437,2022-04-26,Fraud/Dispute,In-App Chat,Low,13.2,TRUE,2
TCK511284,CUST108598,2023-09-09,General,In-App Chat,Medium,19.2,FALSE,5
TCK511285,CUST105983,2023-11-29,Login/Access,Email,Low,7.2,TRUE,4
TCK511286,CUST109922,2023-01-11,Fraud/Dispute,In-App Chat,High,4.6,TRUE,4
TCK511287,CUST109400,2025-07-06,General,In-App Chat,Urgent,13.5,TRUE,5
TCK511288,CUST101127,2022-05-16,Card Issue,Phone,Low,6.7,TRUE,4
TCK511289,CUST107445,2024-07-11,Complaint,In-App Chat,Low,13.9,TRUE,3
TCK511290,CUST107468,2026-01-26,General,In-App Chat,High,4.8,TRUE,2
TCK511291,CUST102698,2025-03-14,Login/Access,Email,Low,15,TRUE,2
TCK511292,CUST103122,2023-03-28,Complaint,Email,Medium,9.2,TRUE,5
TCK511293,CUST106368,2023-09-30,Fraud/Dispute,Phone,Low,0.8,TRUE,5
TCK511294,CUST110485,2026-06-03,Billing,In-App Chat,High,26.2,TRUE,5
TCK511295,CUST102311,2022-06-16,Billing,Email,Medium,4,TRUE,4
TCK511296,CUST109516,2025-11-24,Login/Access,In-App Chat,Low,13.6,TRUE,4
TCK511297,CUST103029,2024-01-23,General,Email,Low,13.5,TRUE,5
TCK511298,CUST107034,2026-02-13,Card Issue,In-App Chat,High,19.1,TRUE,4
TCK511299,CUST103632,2022-08-19,General,In-App Chat,Urgent,10.6,TRUE,3
TCK511300,CUST108765,2025-10-11,Billing,In-App Chat,Urgent,5.8,TRUE,4
TCK511301,CUST108213,2026-04-25,Fraud/Dispute,In-App Chat,Urgent,3.6,TRUE,4
TCK511302,CUST109355,2021-10-27,Login/Access,In-App Chat,Low,20.4,TRUE,5
TCK511303,CUST110237,2022-08-16,Card Issue,In-App Chat,Low,10.4,TRUE,4
TCK511304,CUST101250,2022-10-05,Billing,In-App Chat,Low,8.1,TRUE,4
TCK511305,CUST103250,2024-08-17,Login/Access,Email,Medium,11.6,TRUE,5
TCK511306,CUST101040,2026-06-04,Complaint,Twitter/X,Low,6.9,TRUE,4
TCK511307,CUST108731,2023-01-31,Complaint,In-App Chat,Medium,10,TRUE,4
TCK511308,CUST103535,2022-10-25,Billing,Email,Medium,11.1,FALSE,2
TCK511309,CUST108471,2024-03-09,Login/Access,Phone,High,26.7,TRUE,5
TCK511310,CUST110486,2021-08-16,Login/Access,In-App Chat,Low,43.6,TRUE,4
TCK511311,CUST106586,2021-04-19,Login/Access,In-App Chat,High,4,FALSE,4
TCK511312,CUST105127,2022-09-13,Loan Inquiry,Email,Low,5.9,TRUE,5
TCK511313,CUST101693,2021-07-11,Card Issue,In-App Chat,Low,13.4,FALSE,1
TCK511314,CUST105917,2021-10-14,Loan Inquiry,Phone,Medium,15.5,TRUE,4
TCK511315,CUST103193,2022-04-02,Billing,In-App Chat,High,3,TRUE,4
TCK511316,CUST110035,2021-04-30,Billing,Twitter/X,Medium,18.9,TRUE,3
TCK511317,CUST108607,2021-06-04,Billing,Email,High,0.4,TRUE,4
TCK511318,CUST110342,2023-06-30,Billing,Email,Urgent,23.6,TRUE,4
TCK511319,CUST110519,2024-02-21,Complaint,Email,Low,4.7,TRUE,5
TCK511320,CUST107958,2021-03-14,Login/Access,Email,High,17,TRUE,3
TCK511321,CUST103394,2024-07-12,Billing,In-App Chat,Low,4.7,TRUE,5
TCK511322,CUST103270,2021-01-13,General,In-App Chat,High,21.4,TRUE,4
TCK511323,CUST102358,2022-07-10,Login/Access,In-App Chat,Low,5.5,TRUE,5
TCK511324,CUST109899,2024-04-21,Card Issue,Twitter/X,Low,9.4,TRUE,4
TCK511325,CUST106793,2023-03-14,Card Issue,In-App Chat,Low,9.6,TRUE,5
TCK511326,CUST104568,2024-11-19,Billing,Email,Low,2.3,TRUE,4
TCK511327,CUST103436,2022-07-18,Complaint,Twitter/X,High,15.5,TRUE,5
TCK511328,CUST108497,2022-06-29,Complaint,In-App Chat,Medium,8.4,TRUE,5
TCK511329,CUST108563,2026-03-01,Complaint,Phone,Low,5.8,TRUE,4
TCK511330,CUST107492,2022-08-03,Card Issue,In-App Chat,High,20.5,TRUE,4
TCK511331,CUST101546,2025-05-24,Complaint,In-App Chat,Low,4.6,TRUE,4
TCK511332,CUST102425,2022-05-15,Card Issue,In-App Chat,High,5.4,TRUE,5
TCK511333,CUST110741,2021-01-09,Billing,Phone,Medium,5.2,TRUE,5
TCK511334,CUST108790,2024-03-30,Loan Inquiry,In-App Chat,Medium,24.7,TRUE,5
TCK511335,CUST103308,2023-11-25,Loan Inquiry,Phone,High,5.3,TRUE,3
TCK511336,CUST102419,2024-03-20,General,In-App Chat,Medium,22.2,TRUE,4
TCK511337,CUST110263,2023-05-27,General,Phone,Medium,1.6,TRUE,5
TCK511338,CUST103782,2022-02-10,Loan Inquiry,Twitter/X,Medium,3.8,TRUE,2
TCK511339,CUST105569,2024-01-15,Loan Inquiry,Phone,Urgent,3.9,TRUE,3
TCK511340,CUST109917,2025-03-11,Complaint,Phone,Medium,9.9,TRUE,3
TCK511341,CUST107705,2024-07-11,Complaint,Phone,Low,22.9,TRUE,2
TCK511342,CUST107586,2023-06-06,Loan Inquiry,In-App Chat,Medium,18.2,FALSE,2
TCK511343,CUST102688,2022-01-03,Billing,Phone,Urgent,18.6,TRUE,5
TCK511344,CUST108511,2024-06-24,Login/Access,In-App Chat,Medium,3.9,TRUE,1
TCK511345,CUST108183,2021-01-07,General,Phone,Low,5.4,TRUE,1
TCK511346,CUST104843,2024-01-11,Card Issue,Twitter/X,Low,6,TRUE,5
TCK511347,CUST104657,2024-06-22,Card Issue,In-App Chat,Medium,7.5,TRUE,5
TCK511348,CUST106009,2025-06-04,Billing,In-App Chat,Medium,26.7,TRUE,5
TCK511349,CUST110035,2022-12-29,Billing,Email,Medium,3.8,TRUE,3
TCK511350,CUST104745,2021-02-09,Card Issue,In-App Chat,Low,16.1,TRUE,4
TCK511351,CUST110036,2021-11-02,Card Issue,Phone,Low,8.7,TRUE,3
TCK511352,CUST107570,2021-12-29,Complaint,In-App Chat,High,3.6,TRUE,5
TCK511353,CUST101972,2023-05-14,Billing,Twitter/X,Low,3,TRUE,4
TCK511354,CUST105820,2022-08-30,Loan Inquiry,Phone,High,9.1,TRUE,4
TCK511355,CUST101163,2022-07-20,Complaint,Twitter/X,Medium,10.5,TRUE,5
TCK511356,CUST108070,2022-10-06,Login/Access,In-App Chat,Low,16,TRUE,4
TCK511357,CUST100772,2022-01-16,General,Email,Medium,3.3,TRUE,2
TCK511358,CUST101677,2025-06-24,Billing,In-App Chat,Medium,10.6,TRUE,3
TCK511359,CUST106164,2026-06-11,Complaint,In-App Chat,Low,11.7,TRUE,2
TCK511360,CUST109001,2023-05-16,General,In-App Chat,Medium,3.7,TRUE,5
TCK511361,CUST105666,2021-11-03,Billing,Phone,Low,3.8,TRUE,3
TCK511362,CUST109662,2025-07-02,Loan Inquiry,In-App Chat,Medium,8.2,TRUE,4
TCK511363,CUST110405,2024-01-06,Login/Access,Phone,Urgent,9.9,TRUE,5
TCK511364,CUST110752,2021-01-31,Login/Access,In-App Chat,Low,5.1,FALSE,2
TCK511365,CUST105664,2025-06-14,Fraud/Dispute,In-App Chat,Low,4.3,TRUE,4
TCK511366,CUST106729,2022-01-03,Fraud/Dispute,In-App Chat,Low,4.1,TRUE,1
TCK511367,CUST106668,2024-02-09,Billing,Email,Urgent,15.6,TRUE,2
TCK511368,CUST109331,2024-10-31,Billing,In-App Chat,Low,8.3,TRUE,5
TCK511369,CUST104325,2026-05-13,Login/Access,In-App Chat,Medium,2.7,TRUE,4
TCK511370,CUST106158,2022-04-22,Complaint,In-App Chat,Low,16.1,TRUE,5
TCK511371,CUST107354,2021-05-21,Fraud/Dispute,In-App Chat,Medium,10.6,TRUE,5
TCK511372,CUST104553,2024-08-06,Card Issue,Twitter/X,High,9.4,TRUE,4
TCK511373,CUST110243,2023-02-14,Login/Access,In-App Chat,Medium,46.5,TRUE,5
TCK511374,CUST104601,2023-08-06,Loan Inquiry,Email,Medium,8.2,TRUE,2
TCK511375,CUST106447,2021-07-26,Card Issue,In-App Chat,Medium,4.5,TRUE,5
TCK511376,CUST106363,2023-09-09,Login/Access,Email,Medium,5.1,TRUE,5
TCK511377,CUST106793,2022-04-04,Fraud/Dispute,Phone,Medium,7,TRUE,4
TCK511378,CUST105223,2025-09-13,Complaint,Email,High,3.3,TRUE,4
TCK511379,CUST100479,2025-12-19,Login/Access,In-App Chat,High,6.9,TRUE,5
TCK511380,CUST100806,2022-11-16,Card Issue,In-App Chat,Low,9.6,FALSE,4
TCK511381,CUST108033,2024-06-21,Loan Inquiry,In-App Chat,Low,4.1,FALSE,3
TCK511382,CUST100977,2025-12-24,Login/Access,Phone,Low,5.9,FALSE,3
TCK511383,CUST102116,2023-04-21,Billing,Phone,Low,9,TRUE,5
TCK511384,CUST103797,2021-06-03,Loan Inquiry,Email,Low,3.4,TRUE,4
TCK511385,CUST103735,2023-08-23,Card Issue,Email,Medium,7.3,TRUE,5
TCK511386,CUST104044,2024-10-22,Complaint,In-App Chat,High,7.5,FALSE,5
TCK511387,CUST104573,2025-03-28,Fraud/Dispute,Twitter/X,Low,8.5,TRUE,4
TCK511388,CUST101471,2022-01-03,Login/Access,Email,Medium,12.1,TRUE,4
TCK511389,CUST100899,2021-09-12,Card Issue,Email,Urgent,24.6,TRUE,5
TCK511390,CUST108054,2023-02-08,Loan Inquiry,In-App Chat,Low,9.8,TRUE,3
TCK511391,CUST101787,2022-07-23,General,In-App Chat,Low,14.9,TRUE,3
TCK511392,CUST109701,2026-03-21,Card Issue,In-App Chat,Medium,10.9,TRUE,1
TCK511393,CUST101545,2026-05-11,Billing,Email,Medium,11,TRUE,3
TCK511394,CUST105978,2025-09-06,Complaint,Twitter/X,Medium,22.2,TRUE,5
TCK511395,CUST109895,2023-09-14,Loan Inquiry,Twitter/X,Medium,5.5,TRUE,5
TCK511396,CUST103786,2025-11-19,Complaint,Phone,Low,6,TRUE,1
TCK511397,CUST109261,2024-12-10,Billing,In-App Chat,Low,9.2,FALSE,5
TCK511398,CUST102061,2023-06-23,Complaint,Email,Low,5.6,FALSE,1
TCK511399,CUST105223,2024-04-30,Fraud/Dispute,Email,Medium,7.2,TRUE,5
TCK511400,CUST101999,2021-10-03,Billing,In-App Chat,Low,1.3,TRUE,5
TCK511401,CUST109414,2022-01-30,Billing,In-App Chat,High,18,TRUE,4
TCK511402,CUST105048,2025-12-14,General,Twitter/X,High,26.1,TRUE,4
TCK511403,CUST107220,2022-09-20,Login/Access,Twitter/X,Medium,12.1,TRUE,4
TCK511404,CUST107210,2021-01-06,Loan Inquiry,Email,Medium,8.5,TRUE,4
TCK511405,CUST105900,2026-02-03,Loan Inquiry,Email,Low,18.7,TRUE,2
TCK511406,CUST108808,2024-02-07,Fraud/Dispute,Twitter/X,Low,7.3,TRUE,4
TCK511407,CUST103570,2024-06-16,Complaint,Phone,Medium,1.2,TRUE,4
TCK511408,CUST106598,2024-02-08,Complaint,In-App Chat,Low,13.7,TRUE,4
TCK511409,CUST110555,2024-01-15,Billing,Phone,Low,16.6,TRUE,3
TCK511410,CUST108399,2025-08-21,Loan Inquiry,Email,Urgent,16.1,FALSE,2
TCK511411,CUST107958,2021-06-30,Billing,Twitter/X,Medium,6.6,TRUE,3
TCK511412,CUST101706,2024-01-09,Fraud/Dispute,Email,Low,7.2,TRUE,4
TCK511413,CUST100787,2022-02-05,Fraud/Dispute,Email,Low,19.4,TRUE,4
TCK511414,CUST103780,2024-12-31,Login/Access,Email,Low,14.6,TRUE,4
TCK511415,CUST102759,2022-02-12,General,In-App Chat,Low,17.3,TRUE,5
TCK511416,CUST106181,2021-06-23,Loan Inquiry,Phone,Medium,8.9,TRUE,5
TCK511417,CUST106631,2021-08-26,Fraud/Dispute,Twitter/X,High,8.9,TRUE,1
TCK511418,CUST106845,2023-01-24,General,Twitter/X,High,5.7,TRUE,3
TCK511419,CUST107555,2024-08-11,Login/Access,Twitter/X,Medium,6.5,TRUE,5
TCK511420,CUST100929,2023-02-01,Billing,In-App Chat,Low,7.5,TRUE,3
TCK511421,CUST104896,2025-07-27,Loan Inquiry,Email,High,18.3,TRUE,4
TCK511422,CUST110415,2024-09-28,Loan Inquiry,In-App Chat,Medium,19.5,TRUE,5
TCK511423,CUST105895,2025-07-02,Login/Access,Phone,Medium,4.1,FALSE,1
TCK511424,CUST107081,2025-11-28,Login/Access,In-App Chat,Low,17.9,TRUE,3
TCK511425,CUST107948,2023-09-06,Card Issue,Twitter/X,High,11.4,TRUE,4
TCK511426,CUST108142,2024-06-11,Card Issue,In-App Chat,Urgent,12.4,TRUE,4
TCK511427,CUST109878,2026-06-03,Loan Inquiry,In-App Chat,Medium,39.4,TRUE,4
TCK511428,CUST108791,2023-06-30,Fraud/Dispute,In-App Chat,Low,2.4,TRUE,3
TCK511429,CUST102193,2025-08-25,General,In-App Chat,Medium,7.7,TRUE,4
TCK511430,CUST100389,2024-12-07,Card Issue,In-App Chat,Medium,28.1,FALSE,2
TCK511431,CUST108939,2022-03-18,General,Email,Medium,8,FALSE,3
TCK511432,CUST105118,2026-04-12,Loan Inquiry,In-App Chat,High,11.7,TRUE,5
TCK511433,CUST106786,2023-09-09,Billing,Phone,Low,15,TRUE,5
TCK511434,CUST105899,2025-11-04,Billing,Email,Medium,4.6,TRUE,5
TCK511435,CUST110772,2025-04-26,Card Issue,In-App Chat,High,5.1,TRUE,4
TCK511436,CUST109536,2024-07-05,Fraud/Dispute,Phone,Medium,17.3,TRUE,4
TCK511437,CUST106877,2022-06-22,Fraud/Dispute,Phone,High,13.9,TRUE,5
TCK511438,CUST102269,2022-02-18,Loan Inquiry,Email,Low,4.4,TRUE,5
TCK511439,CUST106782,2021-07-25,Login/Access,In-App Chat,Medium,6,TRUE,4
TCK511440,CUST110358,2024-06-29,Loan Inquiry,In-App Chat,Medium,8.1,TRUE,4
TCK511441,CUST101526,2023-08-10,Billing,Twitter/X,Urgent,12.6,TRUE,4
TCK511442,CUST106859,2022-10-19,Fraud/Dispute,Twitter/X,Urgent,12.8,TRUE,4
TCK511443,CUST110092,2025-01-12,Login/Access,In-App Chat,Low,7.5,TRUE,4
TCK511444,CUST100510,2025-01-17,Login/Access,In-App Chat,Low,4.4,TRUE,3
TCK511445,CUST104343,2022-05-11,Fraud/Dispute,In-App Chat,Low,5.2,TRUE,3
TCK511446,CUST103516,2022-05-15,Login/Access,Email,Medium,9,TRUE,5
TCK511447,CUST103522,2025-12-27,Card Issue,Email,Low,17.6,TRUE,4
TCK511448,CUST100718,2021-01-07,Fraud/Dispute,Email,High,10.7,TRUE,4
TCK511449,CUST107965,2025-10-03,Card Issue,In-App Chat,Low,13,TRUE,3
TCK511450,CUST103744,2024-06-11,Billing,In-App Chat,Medium,10.4,TRUE,1
TCK511451,CUST101549,2021-05-12,Complaint,Phone,High,5.8,TRUE,5
TCK511452,CUST110917,2025-05-24,Billing,Email,Medium,15.9,TRUE,1
TCK511453,CUST108370,2025-10-15,Login/Access,Phone,Medium,11.2,FALSE,3
TCK511454,CUST103417,2023-03-12,Login/Access,Email,Medium,5.4,FALSE,5
TCK511455,CUST101701,2026-03-03,General,Email,Medium,14.7,TRUE,4
TCK511456,CUST109984,2025-04-14,General,In-App Chat,Urgent,3,TRUE,5
TCK511457,CUST108840,2025-04-03,Fraud/Dispute,Phone,Low,9.9,TRUE,4
TCK511458,CUST104394,2022-02-25,Billing,Twitter/X,Medium,6.2,FALSE,1
TCK511459,CUST109235,2023-09-25,General,Email,Low,25.6,TRUE,2
TCK511460,CUST108019,2023-04-26,General,Twitter/X,Low,6.4,TRUE,5
TCK511461,CUST100246,2023-07-16,General,Email,High,3.3,TRUE,4
TCK511462,CUST107099,2023-02-21,Login/Access,In-App Chat,Medium,3.2,TRUE,3
TCK511463,CUST108836,2025-03-07,Card Issue,In-App Chat,Medium,15,TRUE,2
TCK511464,CUST107231,2022-02-25,General,Email,Low,8.8,FALSE,3
TCK511465,CUST106598,2023-05-30,General,In-App Chat,Medium,3.6,TRUE,2
TCK511466,CUST106075,2023-03-07,Fraud/Dispute,In-App Chat,Low,4.1,TRUE,4
TCK511467,CUST102308,2025-11-20,Loan Inquiry,In-App Chat,Low,21.4,TRUE,4
TCK511468,CUST106935,2022-01-14,Complaint,In-App Chat,Low,7.1,TRUE,5
TCK511469,CUST102832,2023-05-20,Billing,Email,Medium,26.1,TRUE,3
TCK511470,CUST102725,2021-10-23,General,In-App Chat,High,14.8,TRUE,5
TCK511471,CUST102549,2022-04-28,Complaint,Email,Low,17.8,TRUE,5
TCK511472,CUST105161,2021-05-07,Login/Access,In-App Chat,Medium,18.9,TRUE,5
TCK511473,CUST105076,2025-07-28,Fraud/Dispute,In-App Chat,High,16.1,TRUE,4
TCK511474,CUST107653,2023-07-09,Login/Access,In-App Chat,Medium,11.5,TRUE,4
TCK511475,CUST104411,2025-09-11,Loan Inquiry,Email,High,6.1,TRUE,5
TCK511476,CUST105436,2021-10-29,Card Issue,Email,Medium,10.4,TRUE,3
TCK511477,CUST102807,2024-03-24,General,Phone,Medium,46.5,TRUE,3
TCK511478,CUST108409,2023-08-17,General,In-App Chat,Low,6.4,FALSE,4
TCK511479,CUST100558,2024-12-19,General,Email,Low,2.5,TRUE,4
TCK511480,CUST101340,2022-02-26,General,Email,Medium,6.4,TRUE,5
TCK511481,CUST104415,2026-05-20,General,Phone,Medium,4.4,TRUE,3
TCK511482,CUST103851,2025-08-01,Billing,In-App Chat,High,19.5,TRUE,5
TCK511483,CUST105628,2024-07-25,Loan Inquiry,In-App Chat,Low,2.1,TRUE,1
TCK511484,CUST100790,2023-08-02,General,In-App Chat,Low,8.4,TRUE,5
TCK511485,CUST104341,2022-11-13,Loan Inquiry,Phone,Low,15.1,TRUE,5
TCK511486,CUST108645,2023-06-16,Billing,In-App Chat,Low,10.3,TRUE,5
TCK511487,CUST105722,2025-05-22,Fraud/Dispute,Phone,Low,3.4,TRUE,5
TCK511488,CUST100887,2023-07-14,Loan Inquiry,Phone,Medium,13,TRUE,4
TCK511489,CUST103724,2026-03-12,Login/Access,Phone,Low,13.1,TRUE,4
TCK511490,CUST106132,2025-01-12,Billing,Email,Low,17.3,TRUE,4
TCK511491,CUST104092,2023-02-17,Login/Access,Twitter/X,Low,22,TRUE,5
TCK511492,CUST102557,2026-04-22,Loan Inquiry,In-App Chat,Medium,17.7,TRUE,4
TCK511493,CUST102976,2025-01-22,Card Issue,Twitter/X,Low,12.9,TRUE,4
TCK511494,CUST101626,2025-01-09,General,In-App Chat,Low,5.2,TRUE,5
TCK511495,CUST104902,2023-04-07,Billing,Phone,Low,29.5,FALSE,2
TCK511496,CUST100105,2025-10-17,Complaint,Email,Low,5.3,TRUE,4
TCK511497,CUST108722,2022-08-30,General,Twitter/X,High,4.3,TRUE,4
TCK511498,CUST103267,2021-05-19,Fraud/Dispute,In-App Chat,Medium,6.4,TRUE,4
TCK511499,CUST110292,2022-09-30,Login/Access,In-App Chat,Medium,18,TRUE,4
TCK511500,CUST100715,2024-10-27,Login/Access,Email,Low,12,TRUE,4
TCK511501,CUST109668,2022-06-13,Login/Access,In-App Chat,Medium,3.6,TRUE,3
TCK511502,CUST100774,2025-06-16,General,Email,High,1.6,TRUE,5
TCK511503,CUST108366,2025-08-26,Billing,Phone,Low,17.6,TRUE,4
TCK511504,CUST106735,2023-03-01,Fraud/Dispute,In-App Chat,Low,1.8,TRUE,4
TCK511505,CUST107292,2025-09-02,Login/Access,In-App Chat,Low,16.5,TRUE,4
TCK511506,CUST103901,2026-01-26,General,In-App Chat,Medium,21.1,TRUE,5
TCK511507,CUST100314,2023-12-26,Billing,In-App Chat,Medium,18.2,TRUE,5
TCK511508,CUST105970,2022-09-01,Fraud/Dispute,In-App Chat,High,5.3,TRUE,5
TCK511509,CUST104722,2022-07-03,Card Issue,Email,Low,8.6,FALSE,3
TCK511510,CUST103566,2025-03-08,Card Issue,Twitter/X,High,30.3,TRUE,2
TCK511511,CUST104012,2024-01-26,Complaint,Email,High,25.6,TRUE,5
TCK511512,CUST109364,2021-02-19,Fraud/Dispute,Phone,High,10.6,TRUE,4
TCK511513,CUST101742,2022-08-26,Card Issue,In-App Chat,High,5,TRUE,5
TCK511514,CUST109250,2023-01-03,Login/Access,In-App Chat,Urgent,32.7,TRUE,4
TCK511515,CUST100696,2022-03-27,General,In-App Chat,High,5,TRUE,4
TCK511516,CUST108100,2026-03-27,Complaint,In-App Chat,Low,17.3,TRUE,4
TCK511517,CUST104062,2021-12-13,Fraud/Dispute,Email,Low,2.6,TRUE,4
TCK511518,CUST101704,2023-12-20,Card Issue,Email,Medium,2.5,TRUE,2
TCK511519,CUST102835,2023-06-15,General,Twitter/X,Low,12.7,TRUE,5
TCK511520,CUST106503,2024-11-11,General,Email,Medium,5.7,TRUE,5
TCK511521,CUST108721,2023-01-14,General,Email,High,28,TRUE,5
TCK511522,CUST107565,2021-09-27,Billing,In-App Chat,High,4.9,TRUE,1
TCK511523,CUST104447,2023-09-18,Login/Access,Phone,Medium,21.5,TRUE,5
TCK511524,CUST108590,2024-04-11,Login/Access,Email,Low,3.1,TRUE,3
TCK511525,CUST102388,2025-09-02,Billing,Twitter/X,Medium,3,TRUE,5
TCK511526,CUST108174,2023-01-05,Card Issue,In-App Chat,Medium,7.1,TRUE,5
TCK511527,CUST106420,2023-06-02,Complaint,Twitter/X,Medium,12.6,TRUE,3
TCK511528,CUST110123,2025-08-24,Login/Access,In-App Chat,Medium,21.5,TRUE,1
TCK511529,CUST108305,2024-02-08,General,Phone,Medium,5,TRUE,1
TCK511530,CUST107071,2024-06-30,Loan Inquiry,Phone,Low,2.2,TRUE,4
TCK511531,CUST102975,2025-05-12,Complaint,Phone,Low,11.3,TRUE,3
TCK511532,CUST102341,2021-08-30,Billing,In-App Chat,Low,2.3,TRUE,1
TCK511533,CUST100766,2025-08-02,Loan Inquiry,Email,High,4.8,FALSE,2
TCK511534,CUST103231,2022-03-25,Fraud/Dispute,In-App Chat,Urgent,13.6,TRUE,3
TCK511535,CUST103523,2021-03-20,Login/Access,Email,High,5.7,TRUE,5
TCK511536,CUST109043,2023-01-26,Complaint,Phone,Low,8.4,TRUE,1
TCK511537,CUST100749,2025-09-14,Fraud/Dispute,Phone,Medium,13.3,TRUE,3
TCK511538,CUST100803,2026-06-24,Complaint,In-App Chat,Low,14.7,TRUE,3
TCK511539,CUST104817,2024-11-21,General,Email,High,30.2,TRUE,4
TCK511540,CUST105795,2022-05-12,Fraud/Dispute,In-App Chat,High,11.5,TRUE,5
TCK511541,CUST103420,2024-09-20,Loan Inquiry,In-App Chat,High,4.3,TRUE,5
TCK511542,CUST100158,2023-09-06,Loan Inquiry,In-App Chat,High,14.7,TRUE,5
TCK511543,CUST105063,2022-03-05,Billing,Email,Low,3.7,TRUE,1
TCK511544,CUST108133,2024-06-22,General,In-App Chat,Low,16,TRUE,5
TCK511545,CUST106362,2024-09-12,Card Issue,Email,Medium,10.9,FALSE,2
TCK511546,CUST100475,2026-06-07,Card Issue,Email,Low,22.5,TRUE,5
TCK511547,CUST100277,2023-06-27,Complaint,In-App Chat,Low,8.1,TRUE,4
TCK511548,CUST110377,2025-09-09,Billing,Twitter/X,Medium,6,TRUE,4
TCK511549,CUST110528,2026-03-31,Complaint,Email,Low,13,TRUE,4
TCK511550,CUST100126,2025-10-28,Fraud/Dispute,Twitter/X,Medium,7.6,TRUE,1
TCK511551,CUST107307,2021-08-21,General,Email,High,8.7,TRUE,5
TCK511552,CUST105791,2026-04-05,Login/Access,Email,Low,7.1,TRUE,5
TCK511553,CUST108018,2025-12-10,General,Twitter/X,Urgent,11.1,TRUE,3
TCK511554,CUST102466,2021-03-10,Card Issue,In-App Chat,Medium,11.3,TRUE,3
TCK511555,CUST101558,2025-10-07,Login/Access,In-App Chat,Medium,4.7,FALSE,1
TCK511556,CUST108598,2024-07-31,Loan Inquiry,In-App Chat,Low,10.7,TRUE,4
TCK511557,CUST105131,2021-07-07,Card Issue,In-App Chat,Low,0.8,TRUE,4
TCK511558,CUST102625,2021-08-19,Billing,Email,Medium,26.8,TRUE,4
TCK511559,CUST104463,2021-07-15,Billing,In-App Chat,High,21.5,TRUE,5
TCK511560,CUST101791,2025-08-06,Complaint,In-App Chat,Low,13,TRUE,4
TCK511561,CUST110312,2022-03-07,Loan Inquiry,In-App Chat,Medium,2.1,TRUE,4
TCK511562,CUST106066,2026-04-25,Loan Inquiry,Email,High,3.1,TRUE,5
TCK511563,CUST105333,2021-01-03,Loan Inquiry,In-App Chat,Medium,14.6,TRUE,5
TCK511564,CUST107664,2026-02-17,General,In-App Chat,Low,1.6,TRUE,5
TCK511565,CUST100521,2022-04-13,Loan Inquiry,Phone,Medium,5.2,TRUE,4
TCK511566,CUST101485,2025-07-09,General,In-App Chat,High,2.3,TRUE,3
TCK511567,CUST110117,2025-05-23,Login/Access,Twitter/X,Low,1.3,TRUE,1
TCK511568,CUST105115,2021-05-25,Login/Access,Email,Medium,8.7,TRUE,3
TCK511569,CUST110768,2025-05-18,Billing,In-App Chat,Medium,17,TRUE,3
